x_H,Cf
6.2030,0.00272948
6.2406,0.00274907
6.2782,0.00276725
6.3158,0.00278411
6.3534,0.00279974
6.3910,0.00281425
6.4286,0.00282770
6.4662,0.00284018
6.5038,0.00285176
6.5414,0.00286249
6.5789,0.00287245
6.6165,0.00288169
6.6541,0.00289026
6.6917,0.00289821
6.7293,0.00290558
6.7669,0.00291242
6.8045,0.00291877
6.8421,0.00292465
6.8797,0.00293011
6.9173,0.00293517
6.9549,0.00293986
6.9925,0.00294422
7.0301,0.00294826
7.0677,0.00295201
7.1053,0.00295548
7.1429,0.00295871
7.1805,0.00296170
7.2180,0.00296447
7.2556,0.00296705
7.2932,0.00296943
7.3308,0.00297165
7.3684,0.00297370
7.4060,0.00297561
7.4436,0.00297737
7.4812,0.00297901
7.5188,0.00298053
7.5564,0.00298194
7.5940,0.00298325
7.6316,0.00298446
7.6692,0.00298559
7.7068,0.00298663
7.7444,0.00298760
7.7820,0.00298850
7.8195,0.00298933
7.8571,0.00299010
7.8947,0.00299082
7.9323,0.00299149
7.9699,0.00299210
8.0075,0.00299267
8.0451,0.00299321
8.0827,0.00299370
8.1203,0.00299415
8.1579,0.00299458
8.1955,0.00299497
8.2331,0.00299533
8.2707,0.00299567
8.3083,0.00299599
8.3459,0.00299628
8.3835,0.00299655
8.4211,0.00299680
8.4586,0.00299703
8.4962,0.00299724
8.5338,0.00299744
8.5714,0.00299763
8.6090,0.00299780
8.6466,0.00299796
8.6842,0.00299811
8.7218,0.00299824
8.7594,0.00299837
8.7970,0.00299849
8.8346,0.00299860
8.8722,0.00299870
8.9098,0.00299879
8.9474,0.00299888
8.9850,0.00299896
9.0226,0.00299904
9.0602,0.00299911
9.0977,0.00299917
9.1353,0.00299923
9.1729,0.00299929
9.2105,0.00299934
9.2481,0.00299939
9.2857,0.00299943
9.3233,0.00299947
9.3609,0.00299951
9.3985,0.00299955
9.4361,0.00299958
9.4737,0.00299961
9.5113,0.00299964
9.5489,0.00299966
9.5865,0.00299969
9.6241,0.00299971
9.6617,0.00299973
9.6992,0.00299975
9.7368,0.00299977
9.7744,0.00299979
9.8120,0.00299980
9.8496,0.00299982
9.8872,0.00299983
9.9248,0.00299984
9.9624,0.00299985
10.0000,0.00299986
