x_H,Cf
1.2782,-0.00022978
1.3158,-0.00025976
1.3534,-0.00028934
1.3910,-0.00031847
1.4286,-0.00034711
1.4662,-0.00037521
1.5038,-0.00040272
1.5414,-0.00042962
1.5789,-0.00045585
1.6165,-0.00048137
1.6541,-0.00050614
1.6917,-0.00053014
1.7293,-0.00055331
1.7669,-0.00057562
1.8045,-0.00059704
1.8421,-0.00061753
1.8797,-0.00063707
1.9173,-0.00065562
1.9549,-0.00067316
1.9925,-0.00068965
2.0301,-0.00070507
2.0677,-0.00071940
2.1053,-0.00073262
2.1429,-0.00074470
2.1805,-0.00075563
2.2180,-0.00076538
2.2556,-0.00077395
2.2932,-0.00078132
2.3308,-0.00078748
2.3684,-0.00079242
2.4060,-0.00079613
2.4436,-0.00079861
2.4812,-0.00079985
2.5188,-0.00079985
2.5564,-0.00079861
2.5940,-0.00079613
2.6316,-0.00079242
2.6692,-0.00078748
2.7068,-0.00078132
2.7444,-0.00077395
2.7820,-0.00076538
2.8195,-0.00075563
2.8571,-0.00074470
2.8947,-0.00073262
2.9323,-0.00071940
2.9699,-0.00070507
3.0075,-0.00068965
3.0451,-0.00067316
3.0827,-0.00065562
3.1203,-0.00063707
3.1579,-0.00061753
3.1955,-0.00059704
3.2331,-0.00057562
3.2707,-0.00055331
3.3083,-0.00053014
3.3459,-0.00050614
3.3835,-0.00048137
3.4211,-0.00045585
3.4586,-0.00042962
3.4962,-0.00040272
3.5338,-0.00037521
3.5714,-0.00034711
3.6090,-0.00031847
3.6466,-0.00028934
3.6842,-0.00025976
3.7218,-0.00022978
3.7594,-0.00019944
3.7970,-0.00016879
3.8346,-0.00013788
3.8722,-0.00010676
3.9098,-0.00007547
3.9474,-0.00004407
3.9850,-0.00001260
4.0226,0.00010931
4.0602,0.00028089
4.0977,0.00044004
4.1353,0.00058766
4.1729,0.00072459
4.2105,0.00085160
4.2481,0.00096941
4.2857,0.00107869
4.3233,0.00118005
4.3609,0.00127408
4.3985,0.00136129
4.4361,0.00144218
4.4737,0.00151722
4.5113,0.00158682
4.5489,0.00165138
4.5865,0.00171126
4.6241,0.00176681
4.6617,0.00181833
4.6992,0.00186612
4.7368,0.00191045
4.7744,0.00195157
4.8120,0.00198971
4.8496,0.00202509
4.8872,0.00205790
4.9248,0.00208834
4.9624,0.00211658
5.0000,0.00214276
5.0376,0.00216706
5.0752,0.00218959
5.1128,0.00221049
5.1504,0.00222988
5.1880,0.00224786
5.2256,0.00226454
5.2632,0.00228001
5.3008,0.00229436
5.3383,0.00230767
5.3759,0.00232002
5.4135,0.00233147
5.4511,0.00234210
5.4887,0.00235195
5.5263,0.00236109
5.5639,0.00236957
5.6015,0.00237743
5.6391,0.00238473
5.6767,0.00239149
5.7143,0.00239777
5.7519,0.00240359
5.7895,0.00240899
5.8271,0.00241400
5.8647,0.00241865
5.9023,0.00242296
5.9398,0.00242695
5.9774,0.00243066
6.0150,0.00243410
6.0526,0.00243729
6.0902,0.00244025
6.1278,0.00244299
6.1654,0.00244554
6.2030,0.00244790
6.2406,0.00245009
6.2782,0.00245212
6.3158,0.00245401
6.3534,0.00245576
6.3910,0.00245738
6.4286,0.00245888
6.4662,0.00246028
6.5038,0.00246157
6.5414,0.00246277
6.5789,0.00246389
6.6165,0.00246492
6.6541,0.00246588
6.6917,0.00246676
6.7293,0.00246759
6.7669,0.00246835
6.8045,0.00246906
6.8421,0.00246972
6.8797,0.00247033
6.9173,0.00247090
6.9549,0.00247142
6.9925,0.00247191
7.0301,0.00247236
7.0677,0.00247278
7.1053,0.00247317
7.1429,0.00247353
7.1805,0.00247386
7.2180,0.00247417
7.2556,0.00247446
7.2932,0.00247473
7.3308,0.00247497
7.3684,0.00247520
7.4060,0.00247542
7.4436,0.00247561
7.4812,0.00247580
7.5188,0.00247597
7.5564,0.00247613
7.5940,0.00247627
7.6316,0.00247641
7.6692,0.00247653
7.7068,0.00247665
7.7444,0.00247676
7.7820,0.00247686
7.8195,0.00247695
7.8571,0.00247704
7.8947,0.00247712
7.9323,0.00247719
7.9699,0.00247726
8.0075,0.00247733
8.0451,0.00247738
8.0827,0.00247744
8.1203,0.00247749
8.1579,0.00247754
8.1955,0.00247758
8.2331,0.00247762
8.2707,0.00247766
8.3083,0.00247770
8.3459,0.00247773
8.3835,0.00247776
8.4211,0.00247779
8.4586,0.00247781
8.4962,0.00247784
8.5338,0.00247786
8.5714,0.00247788
8.6090,0.00247790
8.6466,0.00247792
8.6842,0.00247793
8.7218,0.00247795
8.7594,0.00247796
8.7970,0.00247798
8.8346,0.00247799
8.8722,0.00247800
8.9098,0.00247801
8.9474,0.00247802
8.9850,0.00247803
9.0226,0.00247804
9.0602,0.00247804
9.0977,0.00247805
9.1353,0.00247806
9.1729,0.00247806
9.2105,0.00247807
9.2481,0.00247808
9.2857,0.00247808
9.3233,0.00247809
9.3609,0.00247809
9.3985,0.00247809
9.4361,0.00247810
9.4737,0.00247810
9.5113,0.00247810
9.5489,0.00247811
9.5865,0.00247811
9.6241,0.00247811
9.6617,0.00247811
9.6992,0.00247812
9.7368,0.00247812
9.7744,0.00247812
9.8120,0.00247812
9.8496,0.00247812
9.8872,0.00247813
9.9248,0.00247813
9.9624,0.00247813
10.0000,0.00247813
