x_H,Cf
1.3158,0.00256213
1.3534,0.00252466
1.3910,0.00248715
1.4286,-0.00001994
1.4662,-0.00004617
1.5038,-0.00007234
1.5414,-0.00009843
1.5789,-0.00012442
1.6165,-0.00015028
1.6541,-0.00017597
1.6917,-0.00020147
1.7293,-0.00022676
1.7669,-0.00025180
1.8045,-0.00027657
1.8421,-0.00030105
1.8797,-0.00032520
1.9173,-0.00034900
1.9549,-0.00037242
1.9925,-0.00039545
2.0301,-0.00041804
2.0677,-0.00044019
2.1053,-0.00046187
2.1429,-0.00048304
2.1805,-0.00050370
2.2180,-0.00052382
2.2556,-0.00054337
2.2932,-0.00056234
2.3308,-0.00058070
2.3684,-0.00059843
2.4060,-0.00061553
2.4436,-0.00063196
2.4812,-0.00064771
2.5188,-0.00066276
2.5564,-0.00067710
2.5940,-0.00069071
2.6316,-0.00070358
2.6692,-0.00071569
2.7068,-0.00072703
2.7444,-0.00073759
2.7820,-0.00074735
2.8195,-0.00075631
2.8571,-0.00076446
2.8947,-0.00077178
2.9323,-0.00077827
2.9699,-0.00078393
3.0075,-0.00078874
3.0451,-0.00079270
3.0827,-0.00079581
3.1203,-0.00079807
3.1579,-0.00079946
3.1955,-0.00079999
3.2331,-0.00079967
3.2707,-0.00079848
3.3083,-0.00079643
3.3459,-0.00079353
3.3835,-0.00078977
3.4211,-0.00078516
3.4586,-0.00077971
3.4962,-0.00077342
3.5338,-0.00076629
3.5714,-0.00075834
3.6090,-0.00074958
3.6466,-0.00074000
3.6842,-0.00072964
3.7218,-0.00071848
3.7594,-0.00070656
3.7970,-0.00069387
3.8346,-0.00068043
3.8722,-0.00066627
3.9098,-0.00065138
3.9474,-0.00063580
3.9850,-0.00061953
4.0226,-0.00060260
4.0602,-0.00058501
4.0977,-0.00056680
4.1353,-0.00054797
4.1729,-0.00052856
4.2105,-0.00050858
4.2481,-0.00048805
4.2857,-0.00046699
4.3233,-0.00044544
4.3609,-0.00042340
4.3985,-0.00040091
4.4361,-0.00037799
4.4737,-0.00035465
4.5113,-0.00033094
4.5489,-0.00030687
4.5865,-0.00028248
4.6241,-0.00025777
4.6617,-0.00023279
4.6992,-0.00020756
4.7368,-0.00018211
4.7744,-0.00015646
4.8120,-0.00013064
4.8496,-0.00010468
4.8872,-0.00007861
4.9248,-0.00005245
4.9624,-0.00002624
5.0000,0.00000000
5.0376,0.00017949
5.0752,0.00034599
5.1128,0.00050042
5.1504,0.00064367
5.1880,0.00077654
5.2256,0.00089979
5.2632,0.00101411
5.3008,0.00112015
5.3383,0.00121851
5.3759,0.00130975
5.4135,0.00139438
5.4511,0.00147288
5.4887,0.00154569
5.5263,0.00161323
5.5639,0.00167587
5.6015,0.00173398
5.6391,0.00178788
5.6767,0.00183788
5.7143,0.00188425
5.7519,0.00192727
5.7895,0.00196717
5.8271,0.00200418
5.8647,0.00203851
5.9023,0.00207035
5.9398,0.00209989
5.9774,0.00212729
6.0150,0.00215270
6.0526,0.00217627
6.0902,0.00219814
6.1278,0.00221842
6.1654,0.00223723
6.2030,0.00225468
6.2406,0.00227087
6.2782,0.00228588
6.3158,0.00229981
6.3534,0.00231272
6.3910,0.00232470
6.4286,0.00233582
6.4662,0.00234613
6.5038,0.00235569
6.5414,0.00236456
6.5789,0.00237279
6.6165,0.00238042
6.6541,0.00238750
6.6917,0.00239406
6.7293,0.00240015
6.7669,0.00240580
6.8045,0.00241104
6.8421,0.00241590
6.8797,0.00242041
6.9173,0.00242459
6.9549,0.00242847
6.9925,0.00243207
7.0301,0.00243541
7.0677,0.00243850
7.1053,0.00244137
7.1429,0.00244404
7.1805,0.00244651
7.2180,0.00244880
7.2556,0.00245092
7.2932,0.00245289
7.3308,0.00245472
7.3684,0.00245642
7.4060,0.00245799
7.4436,0.00245945
7.4812,0.00246081
7.5188,0.00246206
7.5564,0.00246323
7.5940,0.00246431
7.6316,0.00246531
7.6692,0.00246624
7.7068,0.00246710
7.7444,0.00246790
7.7820,0.00246864
7.8195,0.00246933
7.8571,0.00246997
7.8947,0.00247056
7.9323,0.00247111
7.9699,0.00247162
8.0075,0.00247209
8.0451,0.00247253
8.0827,0.00247294
8.1203,0.00247332
8.1579,0.00247366
8.1955,0.00247399
8.2331,0.00247429
8.2707,0.00247457
8.3083,0.00247483
8.3459,0.00247507
8.3835,0.00247529
8.4211,0.00247550
8.4586,0.00247569
8.4962,0.00247587
8.5338,0.00247603
8.5714,0.00247619
8.6090,0.00247633
8.6466,0.00247646
8.6842,0.00247658
8.7218,0.00247669
8.7594,0.00247680
8.7970,0.00247690
8.8346,0.00247699
8.8722,0.00247707
8.9098,0.00247715
8.9474,0.00247722
8.9850,0.00247729
9.0226,0.00247735
9.0602,0.00247741
9.0977,0.00247746
9.1353,0.00247751
9.1729,0.00247756
9.2105,0.00247760
9.2481,0.00247764
9.2857,0.00247767
9.3233,0.00247771
9.3609,0.00247774
9.3985,0.00247777
9.4361,0.00247780
9.4737,0.00247782
9.5113,0.00247785
9.5489,0.00247787
9.5865,0.00247789
9.6241,0.00247791
9.6617,0.00247792
9.6992,0.00247794
9.7368,0.00247795
9.7744,0.00247797
9.8120,0.00247798
9.8496,0.00247799
9.8872,0.00247800
9.9248,0.00247801
9.9624,0.00247802
10.0000,0.00247803
