x_H,Cp
1.5789,0.441184
1.6165,0.425733
1.6541,0.407970
1.6917,0.388034
1.7293,0.366082
1.7669,0.342293
1.8045,0.316864
1.8421,0.290013
1.8797,0.261977
1.9173,0.233012
1.9549,0.203392
1.9925,0.173407
2.0301,0.143365
2.0677,0.113582
2.1053,0.084382
2.1429,0.056089
2.1805,0.029019
2.2180,0.003469
2.2556,-0.020294
2.2932,-0.042048
2.3308,-0.061622
2.3684,-0.078913
2.4060,-0.093888
2.4436,-0.106586
2.4812,-0.117114
2.5188,-0.125639
2.5564,-0.132371
2.5940,-0.137552
2.6316,-0.141432
2.6692,-0.144257
2.7068,-0.146255
2.7444,-0.147626
2.7820,-0.148539
2.8195,-0.149128
2.8571,-0.149496
2.8947,-0.149718
2.9323,-0.149848
2.9699,-0.149921
3.0075,-0.149961
3.0451,-0.149982
3.0827,-0.149992
3.1203,-0.149997
3.1579,-0.149999
3.1955,-0.150000
3.2331,-0.150000
3.2707,-0.150000
3.3083,-0.150000
3.3459,-0.150000
3.3835,-0.150000
3.4211,-0.150000
3.4586,-0.150000
3.4962,-0.150000
3.5338,-0.150000
3.5714,-0.150000
3.6090,-0.150000
3.6466,-0.150000
3.6842,-0.150000
3.7218,-0.150000
3.7594,-0.150000
3.7970,-0.150000
3.8346,-0.150000
3.8722,-0.150000
3.9098,-0.150000
3.9474,-0.150000
3.9850,-0.150000
4.0226,-0.150000
4.0602,-0.150000
4.0977,-0.150000
4.1353,-0.150000
4.1729,-0.150000
4.2105,-0.150000
4.2481,-0.150000
4.2857,-0.150000
4.3233,-0.150000
4.3609,-0.150000
4.3985,-0.150000
4.4361,-0.150000
4.4737,-0.150000
4.5113,0.000000
4.5489,0.000000
4.5865,0.000000
4.6241,0.000000
4.6617,0.000000
4.6992,0.000000
4.7368,0.000000
4.7744,0.000000
4.8120,0.000000
4.8496,0.000000
4.8872,0.000000
4.9248,0.000000
4.9624,0.000000
5.0000,0.000000
5.0376,0.000000
5.0752,0.000000
5.1128,0.000000
5.1504,0.000000
5.1880,0.000000
5.2256,0.000000
5.2632,0.000000
5.3008,0.000000
5.3383,0.000000
5.3759,0.000000
5.4135,0.000000
5.4511,0.000000
5.4887,0.000000
5.5263,0.000000
5.5639,0.000000
5.6015,0.000000
5.6391,0.000000
5.6767,0.000000
5.7143,0.000000
5.7519,0.000000
5.7895,0.000000
5.8271,0.000000
5.8647,0.000000
5.9023,0.000000
5.9398,0.000000
5.9774,0.000000
6.0150,0.000000
6.0526,0.000000
6.0902,0.000000
6.1278,0.000000
6.1654,0.000000
6.2030,0.000000
6.2406,0.000000
6.2782,0.000000
6.3158,0.000000
6.3534,0.000000
6.3910,0.000000
6.4286,0.000000
6.4662,0.000000
6.5038,0.000000
6.5414,0.000000
6.5789,0.000000
6.6165,0.000000
6.6541,0.000000
6.6917,0.000000
6.7293,0.000000
6.7669,0.000000
6.8045,0.000000
6.8421,0.000000
6.8797,0.000000
6.9173,0.000000
6.9549,0.000000
6.9925,0.000000
7.0301,0.000000
7.0677,0.000000
7.1053,0.000000
7.1429,0.000000
7.1805,0.000000
7.2180,0.000000
7.2556,0.000000
7.2932,0.000000
7.3308,0.000000
7.3684,0.000000
7.4060,0.000000
7.4436,0.000000
7.4812,0.000000
7.5188,0.000000
7.5564,0.000000
7.5940,0.000000
7.6316,0.000000
7.6692,0.000000
7.7068,0.000000
7.7444,0.000000
7.7820,0.000000
7.8195,0.000000
7.8571,0.000000
7.8947,0.000000
7.9323,0.000000
7.9699,0.000000
8.0075,0.000000
8.0451,0.000000
8.0827,0.000000
8.1203,0.000000
8.1579,0.000000
8.1955,0.000000
8.2331,0.000000
8.2707,0.000000
8.3083,0.000000
8.3459,0.000000
8.3835,0.000000
8.4211,0.000000
8.4586,0.000000
8.4962,0.000000
8.5338,0.000000
8.5714,0.000000
8.6090,0.000000
8.6466,0.000000
8.6842,0.000000
8.7218,0.000000
8.7594,0.000000
8.7970,0.000000
8.8346,0.000000
8.8722,0.000000
8.9098,0.000000
8.9474,0.000000
8.9850,0.000000
9.0226,0.000000
9.0602,0.000000
9.0977,0.000000
9.1353,0.000000
9.1729,0.000000
9.2105,0.000000
9.2481,0.000000
9.2857,0.000000
9.3233,0.000000
9.3609,0.000000
9.3985,0.000000
9.4361,0.000000
9.4737,0.000000
9.5113,0.000000
9.5489,0.000000
9.5865,0.000000
9.6241,0.000000
9.6617,0.000000
9.6992,0.000000
9.7368,0.000000
9.7744,0.000000
9.8120,0.000000
9.8496,0.000000
9.8872,0.000000
9.9248,0.000000
9.9624,0.000000
10.0000,0.000000
