x_H,Cf
6.1278,0.00214532
6.1654,0.00220722
6.2030,0.00226465
6.2406,0.00231791
6.2782,0.00236731
6.3158,0.00241314
6.3534,0.00245565
6.3910,0.00249507
6.4286,0.00253165
6.4662,0.00256557
6.5038,0.00259704
6.5414,0.00262622
6.5789,0.00265330
6.6165,0.00267841
6.6541,0.00270170
6.6917,0.00272331
6.7293,0.00274335
6.7669,0.00276194
6.8045,0.00277918
6.8421,0.00279517
6.8797,0.00281001
6.9173,0.00282377
6.9549,0.00283654
6.9925,0.00284838
7.0301,0.00285936
7.0677,0.00286954
7.1053,0.00287899
7.1429,0.00288776
7.1805,0.00289589
7.2180,0.00290343
7.2556,0.00291042
7.2932,0.00291691
7.3308,0.00292293
7.3684,0.00292851
7.4060,0.00293369
7.4436,0.00293849
7.4812,0.00294295
7.5188,0.00294708
7.5564,0.00295091
7.5940,0.00295447
7.6316,0.00295777
7.6692,0.00296083
7.7068,0.00296366
7.7444,0.00296630
7.7820,0.00296874
7.8195,0.00297100
7.8571,0.00297310
7.8947,0.00297505
7.9323,0.00297686
7.9699,0.00297853
8.0075,0.00298009
8.0451,0.00298153
8.0827,0.00298287
8.1203,0.00298411
8.1579,0.00298526
8.1955,0.00298633
8.2331,0.00298732
8.2707,0.00298824
8.3083,0.00298909
8.3459,0.00298988
8.3835,0.00299061
8.4211,0.00299129
8.4586,0.00299192
8.4962,0.00299251
8.5338,0.00299305
8.5714,0.00299355
8.6090,0.00299402
8.6466,0.00299445
8.6842,0.00299486
8.7218,0.00299523
8.7594,0.00299557
8.7970,0.00299589
8.8346,0.00299619
8.8722,0.00299647
8.9098,0.00299672
8.9474,0.00299696
8.9850,0.00299718
9.0226,0.00299739
9.0602,0.00299757
9.0977,0.00299775
9.1353,0.00299791
9.1729,0.00299806
9.2105,0.00299820
9.2481,0.00299833
9.2857,0.00299846
9.3233,0.00299857
9.3609,0.00299867
9.3985,0.00299877
9.4361,0.00299886
9.4737,0.00299894
9.5113,0.00299902
9.5489,0.00299909
9.5865,0.00299915
9.6241,0.00299921
9.6617,0.00299927
9.6992,0.00299932
9.7368,0.00299937
9.7744,0.00299942
9.8120,0.00299946
9.8496,0.00299950
9.8872,0.00299954
9.9248,0.00299957
9.9624,0.00299960
10.0000,0.00299963
