x_H,Cf
1.2782,-0.00015440
1.3158,-0.00017494
1.3534,-0.00019537
1.3910,-0.00021566
1.4286,-0.00023580
1.4662,-0.00025578
1.5038,-0.00027559
1.5414,-0.00029520
1.5789,-0.00031461
1.6165,-0.00033381
1.6541,-0.00035277
1.6917,-0.00037149
1.7293,-0.00038996
1.7669,-0.00040815
1.8045,-0.00042607
1.8421,-0.00044369
1.8797,-0.00046101
1.9173,-0.00047801
1.9549,-0.00049468
1.9925,-0.00051101
2.0301,-0.00052698
2.0677,-0.00054260
2.1053,-0.00055784
2.1429,-0.00057269
2.1805,-0.00058716
2.2180,-0.00060121
2.2556,-0.00061486
2.2932,-0.00062807
2.3308,-0.00064086
2.3684,-0.00065321
2.4060,-0.00066510
2.4436,-0.00067654
2.4812,-0.00068751
2.5188,-0.00069801
2.5564,-0.00070803
2.5940,-0.00071756
2.6316,-0.00072659
2.6692,-0.00073513
2.7068,-0.00074315
2.7444,-0.00075067
2.7820,-0.00075767
2.8195,-0.00076415
2.8571,-0.00077010
2.8947,-0.00077552
2.9323,-0.00078041
2.9699,-0.00078476
3.0075,-0.00078856
3.0451,-0.00079183
3.0827,-0.00079455
3.1203,-0.00079672
3.1579,-0.00079835
3.1955,-0.00079942
3.2331,-0.00079994
3.2707,-0.00079992
3.3083,-0.00079934
3.3459,-0.00079821
3.3835,-0.00079653
3.4211,-0.00079430
3.4586,-0.00079153
3.4962,-0.00078821
3.5338,-0.00078435
3.5714,-0.00077994
3.6090,-0.00077500
3.6466,-0.00076953
3.6842,-0.00076352
3.7218,-0.00075699
3.7594,-0.00074994
3.7970,-0.00074237
3.8346,-0.00073430
3.8722,-0.00072571
3.9098,-0.00071663
3.9474,-0.00070705
3.9850,-0.00069698
4.0226,-0.00068644
4.0602,-0.00067542
4.0977,-0.00066393
4.1353,-0.00065199
4.1729,-0.00063960
4.2105,-0.00062677
4.2481,-0.00061351
4.2857,-0.00059982
4.3233,-0.00058573
4.3609,-0.00057123
4.3985,-0.00055633
4.4361,-0.00054105
4.4737,-0.00052540
4.5113,-0.00050939
4.5489,-0.00049303
4.5865,-0.00047632
4.6241,-0.00045929
4.6617,-0.00044194
4.6992,-0.00042429
4.7368,-0.00040635
4.7744,-0.00038812
4.8120,-0.00036963
4.8496,-0.00035089
4.8872,-0.00033190
4.9248,-0.00031268
4.9624,-0.00029325
5.0000,-0.00027362
5.0376,-0.00025379
5.0752,-0.00023380
5.1128,-0.00021364
5.1504,-0.00019333
5.1880,-0.00017290
5.2256,-0.00015234
5.2632,-0.00013168
5.3008,-0.00011092
5.3383,-0.00009009
5.3759,-0.00006920
5.4135,-0.00004826
5.4511,-0.00002729
5.4887,-0.00000630
5.5263,0.00012706
5.5639,0.00029735
5.6015,0.00045530
5.6391,0.00060182
5.6767,0.00073772
5.7143,0.00086378
5.7519,0.00098071
5.7895,0.00108917
5.8271,0.00118978
5.8647,0.00128310
5.9023,0.00136965
5.9398,0.00144994
5.9774,0.00152442
6.0150,0.00159350
6.0526,0.00165757
6.0902,0.00171701
6.1278,0.00177214
6.1654,0.00182327
6.2030,0.00187071
6.2406,0.00191470
6.2782,0.00195551
6.3158,0.00199337
6.3534,0.00202848
6.3910,0.00206105
6.4286,0.00209126
6.4662,0.00211928
6.5038,0.00214528
6.5414,0.00216939
6.5789,0.00219175
6.6165,0.00221249
6.6541,0.00223173
6.6917,0.00224958
6.7293,0.00226614
6.7669,0.00228149
6.8045,0.00229574
6.8421,0.00230895
6.8797,0.00232120
6.9173,0.00233257
6.9549,0.00234312
6.9925,0.00235290
7.0301,0.00236197
7.0677,0.00237038
7.1053,0.00237819
7.1429,0.00238543
7.1805,0.00239214
7.2180,0.00239837
7.2556,0.00240415
7.2932,0.00240951
7.3308,0.00241448
7.3684,0.00241909
7.4060,0.00242337
7.4436,0.00242734
7.4812,0.00243102
7.5188,0.00243443
7.5564,0.00243760
7.5940,0.00244053
7.6316,0.00244326
7.6692,0.00244578
7.7068,0.00244813
7.7444,0.00245030
7.7820,0.00245232
7.8195,0.00245419
7.8571,0.00245592
7.8947,0.00245753
7.9323,0.00245903
7.9699,0.00246041
8.0075,0.00246170
8.0451,0.00246289
8.0827,0.00246399
8.1203,0.00246502
8.1579,0.00246597
8.1955,0.00246685
8.2331,0.00246767
8.2707,0.00246843
8.3083,0.00246913
8.3459,0.00246978
8.3835,0.00247039
8.4211,0.00247095
8.4586,0.00247147
8.4962,0.00247196
8.5338,0.00247240
8.5714,0.00247282
8.6090,0.00247320
8.6466,0.00247356
8.6842,0.00247389
8.7218,0.00247420
8.7594,0.00247449
8.7970,0.00247475
8.8346,0.00247500
8.8722,0.00247523
8.9098,0.00247544
8.9474,0.00247563
8.9850,0.00247582
9.0226,0.00247598
9.0602,0.00247614
9.0977,0.00247629
9.1353,0.00247642
9.1729,0.00247655
9.2105,0.00247666
9.2481,0.00247677
9.2857,0.00247687
9.3233,0.00247696
9.3609,0.00247705
9.3985,0.00247713
9.4361,0.00247720
9.4737,0.00247727
9.5113,0.00247733
9.5489,0.00247739
9.5865,0.00247744
9.6241,0.00247750
9.6617,0.00247754
9.6992,0.00247759
9.7368,0.00247763
9.7744,0.00247766
9.8120,0.00247770
9.8496,0.00247773
9.8872,0.00247776
9.9248,0.00247779
9.9624,0.00247781
10.0000,0.00247784
